NondrugItemID|ItemName|ProductID|
3991|Alcohol Pad or Swab|54400|
3992|31 gauge, 0.3125 inch pen needle|54403|
3993|Syringe (unspecified size)|54413|
3994|Alcohol Pad or Swab|54413|
3995|Sterile Water for Injection|54413|
3996|Syringe (unspecified size)|54416|
3997|Alcohol Pad or Swab|54416|
3998|Sterile Water for Injection|54416|
3999|Syringe (unspecified size)|54417|
4000|Alcohol Pad or Swab|54417|
4001|Sterile Water for Injection|54417|
4003|Lancet|54816|
4004|Lancet|54817|
4005|Sodium Chloride 0.9%, for Injection|54825|
4007|Infusion Set|54825|
4008|Alcohol Pad or Swab|54825|
4009|Bandage (unspecified)|54825|
4010|Gauze Pad|54825|
4011|Sodium Chloride 0.9%, for Injection|54826|
4013|Infusion Set|54826|
4014|Alcohol Pad or Swab|54826|
4015|Bandage (unspecified)|54826|
4016|Gauze Pad|54826|
4017|Protective Vented Cap|54825|
4018|Protective Vented Cap|54826|
4019|Syringe Plunger Rod|54825|
4020|Syringe Plunger Rod|54826|
4021|Sterile Water for Injection|54832|
4022|Vial adapter|54832|
4023|Sterile Water for Injection|54833|
4024|Vial adapter|54833|
4025|Sterile Water for Injection|54834|
4026|Vial adapter|54834|
4029|Nasal Pump, Metered Dose|54840|
4030|Lancet|54843|
4031|Lancet Device|54844|
4032|Lancet|54844|
4033|Osmotic Tablet|54880|
4034|Scalpel (unspecified)|54880|
4035|Forceps (unspecified)|54880|
4036|Syringe (unspecified size)|54880|
4037|Povidone-iodine swabs|54880|
4038|22 gauge, 1.5 inch needle|54880|
4039|Gauze sponges|54880|
4040|Alcohol Pad or Swab|54880|
4041|Skin Protectant|54880|
4042|Bandage (unspecified)|54880|
4043|Fenestrated Drape|54880|
4044|Marking Pen|54880|
4045|Ruler|54880|
4046|Mosquito Clamp|54880|
4047|Wound Closure Strips|54880|
4048|Sterile Implanter|54880|
4049|Sealed Container|54880|
4050|25 gauge 1.5 inch needle|54880|
4057|Nasal Pump, Metered Dose|18432|
4061|Nasal Pump, Metered Dose|46908|
4062|Nasal Pump, Metered Dose|35517|
4063|22 gauge, 1.5 inch needle|55045|
4064|Skin Cleanser|55052|
4065|Skin Cleanser|55053|
4066|Rectal Applicator|55088|
4068|Cleansing Wipes|55088|
4069|Diluent|55147|
4070|0.2 Micron Filter|55147|
4079|31 gauge, 0.25 inch pen needle|55360|
4080|31 gauge, 0.3125 inch pen needle|55361|
4081|29 gauge, 0.5 inch Pen Needle|55362|
4082|Alcohol Pad or Swab|55385|
4083|12ML Syringe|55401|
4084|Cleansing Wipes|55426|
4085|Rectal Applicator|55426|
4086|Rectal Applicator|55431|
4088|Cleansing Wipes|55435|
4089|Rectal Applicator|55435|
4090|In-Line Filter|55439|
4091|Syringe Plunger Rod|55462|
4092|Alcohol Pad or Swab|55462|
4096|29 gauge, 0.5 inch Pen Needle|55508|
4097|31 gauge, 0.3125 inch pen needle|55509|
4098|31 gauge, 0.25 inch pen needle|55510|
4110|Applicator Cone, detachable|55538|
4111|Diluent|55549|
4112|Oral Syringe Bottle Adapter|55557|
4113|Rotarix Diluent|55557|
4114|26 gauge, 0.375 inch needle|55568|
4115|Diluent|55610|
4116|Diluent|55611|
4118|Inhaler mouthpiece|55621|
4119|Glucose Meter Test Strips|55622|
4120|Glucose Meter Test Strips|55640|
4121|Glucose Meter|55641|
4122|Lancet|55641|
4123|Glucose Meter Test Strips|55641|
4124|Glucose Meter Test Strips|55642|
4125|Glucose Meter|55644|
4126|Lancet|55644|
4127|Glucose Meter Test Strips|55644|
4128|Lancet Device|55644|
4129|Glucose Meter|55645|
4130|Lancet|55645|
4131|Glucose Meter Test Strips|55645|
4132|Lancet Device|55645|
4133|Glucose Meter|55646|
4134|Lancet|55646|
4135|Glucose Meter Test Strips|55646|
4136|Lancet Device|55646|
4137|Glucose Meter|55647|
4138|Lancet|55647|
4139|Glucose Meter Test Strips|55647|
4140|Lancet Device|55647|
4141|Sterile Water for Injection|55666|
4142|Sterile Water for Injection|55667|
4145|Oral Syringe Bottle Adapter|55668|
4146|Oral Syringe|55668|
4147|Lancet|55682|
4148|Lancet Device|55683|
4149|Sodium Chloride 0.9%, for Topical Solution|55718|
4150|Spray Tip for syringe|55718|
4151|Syringe (unspecified size)|55718|
4152|Dextrose 5%, for Injection|55791|
4153|Dextrose 5%, for Injection|55792|
4154|Disposal Pouch|55628|
4155|Sealed Container|55628|
4156|Disposal Pouch|55634|
4157|Sealed Container|55634|
4161|Glucose Meter Test Strips|55816|
4162|Glucose Meter Control Solution, Normal|55817|
4163|Glucose Meter Test Strips|55819|
4164|Rectal Applicator|55822|
4166|Rectal Applicator|55824|
4167|Topical Applicator, Disposable|55826|
4168|Rectal Applicator|55829|
4169|Cleansing Wipes|55829|
4170|Rectal Applicator|55831|
4171|Cleansing Wipes|55831|
4172|Rectal Applicator|55835|
4173|Cleansing Wipes|55835|
4174|Rectal Applicator|55837|
4175|Cleansing Wipes|55837|
4176|Dextrose, for Injection|55848|
4177|Dextrose, for Injection|55849|
4178|Dextrose, for Injection|55857|
4179|Dextrose, for Injection|55858|
4180|Dextrose 5%, for Injection|55860|
4181|Dextrose, for Injection|55855|
4182|Dextrose, for Injection|55856|
4183|Dextrose 5%, for Injection|55861|
4184|Needle (unspecified size)|55862|
4185|Glucose Meter Test Strips|55870|
4186|Nasal Pump, Metered Dose|55878|
4187|Glucose Meter Test Strips|55954|
4188|Glucose Meter Test Strips|55955|
4189|Glucose Meter Test Strips|55956|
4190|Glucose Meter Test Strips|55957|
4191|Glucose Meter Test Strips|55958|
4192|Double-Ended Needle|55963|
4193|Filter needle|55963|
4194|IV Administration Set (unspecified)|55963|
4195|Sterile Water for Injection|55963|
4196|Double-Ended Needle|55965|
4197|Filter needle|55965|
4198|IV Administration Set (unspecified)|55965|
4199|Sterile Water for Injection|55965|
4200|Double-Ended Needle|55966|
4201|Filter needle|55966|
4202|IV Administration Set (unspecified)|55966|
4203|Sterile Water for Injection|55966|
4204|Alcohol Pad or Swab|55980|
4205|Bandage (unspecified)|55980|
4206|Gauze Pad|55980|
4207|Infusion Set|55980|
4208|Vial adapter|55980|
4209|Sodium Chloride 0.234%, for Injection|55980|
4210|Syringe (unspecified size)|55980|
4211|Alcohol Pad or Swab|55982|
4212|Bandage (unspecified)|55982|
4213|Gauze Pad|55982|
4214|Infusion Set|55982|
4215|Vial adapter|55982|
4216|Syringe (unspecified size)|55982|
4217|Sodium Chloride 0.234%, for Injection|55982|
4218|Alcohol Pad or Swab|55983|
4219|Bandage (unspecified)|55983|
4220|Vial adapter|55983|
4221|Infusion Set|55983|
4222|Gauze Pad|55983|
4223|Syringe (unspecified size)|55983|
4224|Sodium Chloride 0.234%, for Injection|55983|
4225|Bandage (unspecified)|55984|
4226|Alcohol Pad or Swab|55984|
4227|Gauze Pad|55984|
4228|Vial adapter|55984|
4229|Infusion Set|55984|
4230|Sodium Chloride 0.234%, for Injection|55984|
4231|Syringe (unspecified size)|55984|
4232|Blood Pressure Monitor|56014|
4233|Pressure Cuff|56014|
4234|Blood Pressure Monitor|56015|
4235|Pressure Cuff|56015|
4236|Blood Pressure Monitor|56020|
4237|Pressure Cuff|56020|
4238|Vaginal Applicator|56026|
4239|Lancet|56030|
4240|Glucose Meter|56032|
4241|Lancet Device|56032|
4242|Lancet|56032|
4243|Glucose Meter Test Strips|56032|
4244|Glucose Meter|56033|
4245|Lancet Device|56033|
4246|Lancet|56033|
4247|Glucose Meter Test Strips|56033|
4248|Lancet|56035|
4249|Lancet|56041|
4250|Lancet|56045|
4251|Lancet|56049|
4252|Glucose Meter Test Strips|56050|
4253|0.5ML 28 gauge, 0.5 inch syringe with needle|56052|
4254|Topical Cream|56054|
4255|Nit Comb|56060|
4256|Lice Killing Spray, Non-human application|56061|
4257|Nit Comb|56061|
4258|Lice Killing Spray, Non-human application|56062|
4259|1ML 28 gauge, 0.5 inch syringe with needle|56078|
4260|1ML 29 gauge, 0.5 inch syringe with needle|56079|
4261|0.3ML 29 gauge, 0.5 inch syringe with needle|56080|
4262|0.3ML 30 gauge, 0.3125 inch syringe with needle |56086|
4263|0.5ML 30 gauge, 0.3125 inch syringe with needle|56088|
4264|31 gauge, 0.25 inch pen needle|56089|
4265|0.5ML 31 gauge, 0.3125 inch syringe with needle|56094|
4267|1ML 30 gauge, 0.3125 inch syringe with needle |56095|
4268|0.5ML 29 gauge, 0.5 inch syringe with needle|56096|
4269|Lancet|56098|
4270|31 gauge, 0.3125 inch pen needle|56099|
4271|Blood Pressure Monitor|56107|
4272|Pressure Cuff|56107|
4273|Blood Pressure Monitor|56116|
4274|Pressure Cuff|56116|
4275|Blood Pressure Monitor|56119|
4276|Pressure Cuff|56119|
4277|Blood Pressure Monitor|56121|
4278|Pressure Cuff|56121|
4279|Vaginal Applicator|56122|
4280|Blood Pressure Monitor|56123|
4281|Pressure Cuff|56123|
4282|Vaginal Applicator|56136|
4284|Glucose Meter|56190|
4285|Glucose Meter Test Strips|56190|
4286|Lancet|56190|
4287|Lancet Device|56190|
4288|Glucose Meter Control Solution|56190|
4289|Glucose Meter|56191|
4290|Lancet Device|56191|
4291|Lancet|56191|
4293|Vaginal Applicator|56195|
4294|Glucose Meter|56197|
4295|Glucose Meter Test Strips|56200|
4296|Glucose Meter Test Strips|56202|
4297|Glucose Meter Test Strips|56203|
4298|Ear Syringe|56213|
4299|Syringe Plunger Rod|56218|
4300|Alcohol Pad or Swab|56218|
4301|Syringe Plunger Rod|56229|
4302|Alcohol Pad or Swab|56229|
4303|Vaginal Applicator|56267|
4304|Glucose Meter Test Strips|56271|
4305|Lancet|56282|
4311|Needle (unspecified size)|56410|
4312|Glucose Meter|56453|
4314|Glucose Meter|56455|
4316|Glucose Meter Test Strips|56456|
4317|Glucose Meter Test Strips|56458|
4318|Glucose Meter Test Strips|56648|
4319|Glucose Meter|56649|
4320|Lancet Device|56649|
4321|Lancet|56649|
4322|Glucose Meter Test Strips|56649|
4323|Glucose Meter Test Strips|56650|
4324|Glucose Meter Test Strips|56651|
4325|Glucose Meter Test Strips|56652|
4326|Blood Pressure Monitor|56653|
4327|Pressure Cuff|56653|
4328|Blood Pressure Monitor|56654|
4329|Pressure Cuff|56654|
4330|Blood Pressure Monitor|56655|
4331|Pressure Cuff|56655|
4332|Lancet Device|56656|
4333|Pressure Cuff|56657|
4334|Blood Pressure Monitor|56657|
4335|1ML 27 gauge, 0.5 inch syringe with needle|56711|
4336|Alcohol Pad or Swab|56711|
4337|Oral Syringe Bottle Adapter|21843|
4338|Oral Syringe Cover Cap|21843|
4339|Oral Syringe|21843|
4341|Applicator Cone, detachable|56898|
4342|Glucose Meter|56903|
4343|Lancet Device|56903|
4344|Lancet|56903|
4345|Glucose Meter|56904|
4347|Lancet Device|56904|
4348|Lancet|56904|
4349|Glucose Meter|56905|
4351|Lancet Device|56905|
4352|Lancet|56905|
4353|Glucose Meter|56906|
4355|Lancet Device|56906|
4356|Lancet|56906|
4357|Lancet Device|56911|
4358|Lancet|56911|
4359|Lancet|56912|
4360|Diluent|56927|
4361|Diluent|56929|
4362|Glucose Meter Control Solution|56935|
4366|Urethral Suppository Applicator|57081|
4367|Urethral Suppository Applicator|57082|
4368|Urethral Suppository Applicator|57083|
4369|Urethral Suppository Applicator|57084|
4370|Skin Cleanser|57069|
4372|Nit Comb|57227|
4375|Swab|54990|
4376|Spray Pump|54990|
4377|Swab|42720|
4378|Topical Suspension|42720|
4379|Eye Compress Mask|42720|
4380|Warming Units|42720|
4381|22 gauge, 1.5 inch needle|57267|
4382|Lancet Device|57283|
4383|Lancet|57284|
4384|Lancet|57285|
4385|29 gauge, 0.5 inch Pen Needle|57286|
4386|31 gauge, 0.3125 inch pen needle|57287|
4387|31 gauge, 0.25 inch pen needle|57288|
4389|10ML 20 gauge, 1 inch syringe with needle|57337|
4390|3ML 25 gauge, 0.625 inch syringe with needle|57338|
4391|18 gauge, 1.5 inch needle|57339|
4392|Cannula, blunt|57299|
4393|Cannula, blunt|57301|
4394|Cannula, blunt|57302|
4395|Cannula, blunt|57305|
4397|Cannula, blunt|57309|
4398|Cannula, blunt|57310|
4399|Cannula, blunt|57311|
4400|Lancet|57341|
4401|Lancet|57342|
4402|Lancet|57344|
4403|Glucose Meter|57351|
4404|Lancet Device|57351|
4405|Lancet|57351|
4407|Glucose Meter|57352|
4408|Lancet Device|57352|
4409|Lancet|57352|
4410|Glucose Meter Test Strips|57352|
4411|Glucose Meter Test Strips|57353|
4412|Glucose Meter Test Strips|57355|
4413|Glucose Meter Test Strips|57356|
4414|Glucose Meter Test Strips|57357|
4415|Cannula, blunt|57375|
4416|Glucose Meter|57385|
4417|Lancet Device|57385|
4418|Glucose Meter Test Strips|57385|
4419|Lancet|57385|
4420|30 gauge, 0.1875 inch pen needle|57289|
4421|Glucose Meter Test Strips|57396|
4422|27 gauge, 0.5 inch needle|57451|
4423|27 gauge, 0.5 inch needle|57486|
4424|Vial adapter|57486|
4426|Bacteriostatic Water, for Injection |57486|
4427|Syringe Plunger Rod|57486|
4428|Alcohol Pad or Swab|57488|
4429|Dual Cannula Device|57488|
4430|10ML Syringe|57488|
4431|Sterile Water for Injection|57488|
4432|Lice Killing Spray, Non-human application|57489|
4433|Nit Comb|57489|
4434|Nit Comb|57491|
4435|Nit Comb|57492|
4436|Glucose Meter Test Strips|57500|
4437|Vaginal Applicator|34452|
4438|Vaginal Applicator|43138|
4439|Blood Pressure Monitor|57519|
4440|Pressure Cuff|57519|
4441|Blood Pressure Monitor|57523|
4442|Pressure Cuff|57523|
4443|Lice Killing Spray, Non-human application|57524|
4444|Blood Pressure Monitor|57543|
4445|Pressure Cuff|57543|
4446|Nebulizer Kit|57721|
4447|Inhalation Chamber, Valved|57761|
4448|Inhalation Spacer|57762|
4449|Inhalation Spacer|57763|
4450|Inhalation Spacer|57764|
4451|Sodium Lactate, for Injection|57796|
4452|Sodium Lactate, for Injection|57797|
4453|25 gauge, 1 inch needle|57810|
4454|25 gauge, 1 inch needle|57813|
4455|32 gauge, 0.15625 inch Pen Needle|57816|
4459|19 gauge 1.5 inch 5 micron filter needle|57837|
4460|30 gauge, 0.5 inch needle|57837|
4461|1ML Syringe|57837|
4465|31 gauge, 0.1875 inch pen needle|57872|
4466|31 gauge, 0.1875 inch pen needle|57873|
4467|Pen Injector|57879|
4468|Pen Needle|57879|
4470|Glucose Meter Test Strips|57904|
4471|Glucose Meter|57905|
4472|Lancet Device|57905|
4473|Lancet|57905|
4478|29 gauge, 0.3125 inch pen needle|57910|
4479|29 gauge, 0.1875 inch pen needle|57911|
4480|Glucose Meter Test Strips|57913|
4481|Glucose Meter|57915|
4482|Lancet Device|57915|
4483|Lancet|57915|
4485|Glucose Meter Test Strips|57957|
4486|Glucose Meter Test Strips|57959|
4487|Glucose Meter|57960|
4488|Lancet|57960|
4490|Lancet Device|57960|
4491|Glucose Meter|57962|
4492|Lancet|57962|
4493|Lancet Device|57962|
4494|Glucose Meter Test Strips|57968|
4495|Glucose Meter Test Strips|57969|
4496|Glucose Meter Test Strips|57970|
4497|Glucose Meter|57971|
4498|Lancet Device|57971|
4499|Lancet|57971|
4500|Alcohol Pad or Swab|58043|
4501|Bandage (unspecified)|58043|
4502|Gauze Pad|58043|
4503|Infusion Set|58043|
4504|Vial adapter|58043|
4505|Syringe (unspecified size)|58043|
4506|Sodium Chloride 0.234%, for Injection|58043|
4507|Absorbable Powder|58101|
4508|Alcohol Pad or Swab|58118|
4509|Pump|58124|
4510|Pump|58125|
4511|Vaginal Applicator|58145|
4512|Inhaler mouthpiece|58157|
4513|Safety Clip|58240|
4517|Blood Pressure Monitor|58300|
4518|Pressure Cuff|58300|
4521|Topical Gel|58338|
4522|Topical Solution|58343|
4523|Sterile Water for Injection|58359|
4533|Sterile Diluent|58406|
4534|IV Transfer Set|58406|
4535|Alcohol Pad or Swab|58406|
4536|32 gauge, 0.15625 inch Pen Needle|58476|
4538|Glucose Meter Test Strips|58486|
4539|Topical Emollient Cream|58502|
4540|Topical Gel|58502|
4541|Sodium Chloride 0.9%, for Injection|58517|
4542|Infusion Set|58517|
4543|Alcohol Pad or Swab|58517|
4544|Bandage (unspecified)|58517|
4545|Gauze Pad|58517|
4546|Protective Vented Cap|58517|
4547|Syringe Plunger Rod|58517|
4548|Sodium Chloride 0.9%, for Injection|58518|
4549|Infusion Set|58518|
4550|Alcohol Pad or Swab|58518|
4551|Bandage (unspecified)|58518|
4552|Gauze Pad|58518|
4553|Protective Vented Cap|58518|
4554|Syringe Plunger Rod|58518|
4556|Measuring Scoop|58546|
4557|29 gauge, 0.5 inch needle|58565|
4558|Alcohol Pad or Swab|58565|
4559|Edex injection device|58565|
4561|Glucose Meter|58598|
4562|Glucose Meter Test Strips|58598|
4563|Lancet|58598|
4564|Lancet Device|58598|
4565|Glucose Meter Control Solution|58598|
4566|Glucose Meter|58600|
4567|Lancet|58600|
4568|Lancet Device|58600|
4569|Disposal Pouch|58584|
4570|Vial adapter|58633|
4571|23 gauge, 0.3125 inch needle|58633|
4572|Diluent|58633|
4574|Alcohol Pad or Swab|58645|
4575|Vial adapter|58649|
4576|23 gauge, 0.3125 inch needle|58649|
4577|Diluent|58649|
4578|Glucose Meter Test Strips|58692|
4579|Glucose Meter|58696|
4580|Lancet Device|58696|
4581|Lancet|58696|
4582|Glucose Meter Control Solution|58698|
4583|Glucose Meter Test Strips|58699|
4584|Glucose Meter Test Strips|58702|
4585|Nasal Pump, Metered Dose|58694|
4586|Insulin Dosing Device|58703|
4587|Rectal Applicator|54224|
4588|Cleansing Wipes|54224|
4589|Lancet|58715|
4590|Glucose Meter Control Solution, Normal|58716|
4591|Glucose Meter Control Solution, Low|58718|
4592|Glucose Meter Control Solution, High|58719|
4593|Lancet Device|58720|
4595|Glucose Meter|58721|
4600|Lancet|58722|
4601|Lancet|58723|
4602|Lancet|58725|
4603|Lancet|58726|
4604|Alcohol Pad or Swab|58727|
4605|Lancet|58737|
4606|Lancet|58738|
4607|0.3ML 31 gauge, 0.3125 inch syringe with needle|58741|
4608|0.5ML 31 gauge, 0.3125 inch syringe with needle|58743|
4609|1ML 31 gauge, 0.3125 inch syringe with needle|58745|
4610|1ML 30 gauge, 0.5 inch syringe with needle|58746|
4611|1ML 30 gauge, 0.3125 inch syringe with needle |58784|
4613|0.3ML 30 gauge, 0.5 inch syringe with needle|58785|
4614|0.3ML 30 gauge, 0.3125 inch syringe with needle |58786|
4615|0.5ML 30 gauge, 0.5 inch syringe with needle|58789|
4616|0.5ML 30 gauge, 0.3125 inch syringe with needle|58791|
4618|0.3ML 29 gauge, 0.5 inch syringe with needle|58793|
4619|0.5ML 29 gauge, 0.5 inch syringe with needle|58796|
4620|1ML 29 gauge, 0.5 inch syringe with needle|58798|
4621|1ML 28 gauge, 0.5 inch syringe with needle|58802|
4622|Ear Syringe|58811|
4623|0.5ML 28 gauge, 0.5 inch syringe with needle|58937|
4624|31 gauge, 0.25 inch pen needle|58943|
4625|31 gauge, 0.3125 inch pen needle|58944|
4626|31 gauge, 0.1875 inch pen needle|58945|
4627|Dextrose, for Injection|58959|
4628|Sterile Water for Injection|58969|
4630|Glucose Meter Test Strips|59008|
4631|Glucose Meter Test Strips|59011|
4632|Glucose Meter Test Strips|59012|
4633|Protective Cap|58703|
4634|Protective Plug|58703|
4635|Insulin Filling Device|58703|
4636|Lancet Device|59054|
4637|Vaginal Applicator|59057|
4638|Vaginal Applicator|59059|
4639|Insulin Dosing Device|59061|
4640|Protective Cap|59061|
4641|Protective Plug|59061|
4642|Insulin Filling Device|59061|
4643|Insulin Dosing Device|59062|
4644|Protective Cap|59062|
4645|Protective Plug|59062|
4646|Insulin Filling Device|59062|
4647|Glucose Meter Test Strips|59084|
4648|Glucose Meter|59085|
4650|Lancet|59085|
4651|Blood Pressure Monitor|59086|
4652|Pressure Cuff|59086|
4653|Glucose Meter|59097|
4654|Lancet Device|59097|
4655|Lancet|59097|
4657|Glucose Meter with BP monitor|59117|
4658|Glucose Meter|59120|
4660|Lancet|59120|
4661|Lancet|59122|
4662|Cleansing Wipes|59127|
4663|Rectal Applicator|59127|
4664|Finger Cot|59102|
4665|Compounding Base|59145|
4666|Compounding Base|59152|
4667|Compounding Base|59153|
4668|Glucose Meter|59164|
4669|Lancet|59164|
4670|Glucose Meter Test Strips|59165|
4671|Glucose Meter Test Strips|59168|
4672|Blood Pressure Monitor|59170|
4673|Pressure Cuff|59170|
4674|Glucose Meter|59175|
4675|Lancet|59175|
4676|31 gauge, 0.3125 inch pen needle|59204|
4677|Glucose Meter|59227|
4678|Lancet|59227|
4679|Glucose Meter Test Strips|59228|
4684|Vial adapter|59256|
4685|1ML Syringe|59256|
4686|Alcohol Pad or Swab|59256|
4687|Absorbable Sponge|59256|
4688|Sealed Container|59256|
4691|Chemotherapy Waste Bag|59256|
4692|Sterile Diluent|59256|
4694|Compounding Base|59308|
4695|Glucose Meter|59326|
4696|Lancet|59326|
4697|Glucose Meter|59329|
4698|Lancet|59329|
4699|Glucose Meter|59330|
4703|Lancet|59368|
4704|Glucose Meter|59369|
4705|Lancet|59369|
4706|Disposal Pouch|59378|
4707|Disposal Pouch|59379|
4708|Disposal Pouch|59380|
4709|Disposal Pouch|59381|
4710|Disposal Pouch|59382|
4711|Disposal Pouch|59383|
4712|Cleansing Shampoo|59384|
4714|Stirring Stick|59143|
4715|Mixing Jar|59143|
4717|Topical Emollient Foam|59459|
4718|Topical Emollient Foam|59462|
4719|Alcohol Pad or Swab|59502|
4720|Bandage (unspecified)|59502|
4721|Gauze sponges|59502|
4723|25 gauge, 0.625 inch needle|59502|
4725|Inhaler mouthpiece|59524|
4726|AVOSTARTGRIP|59549|
4727|Compounding Base|59554|
4728|Vaginal Applicator|59555|
4729|Vaginal Applicator|59556|
4730|Vaginal Applicator|59557|
4731|Nit Comb|59559|
4732|Compounding Syrup|59583|
4733|Nit Comb|59593|
4734|Compounding Base|59597|
4735|Compounding Base|59598|
4738|Lice Killing Spray, Non-human application|59637|
4739|Nit Comb|59637|
4740|31 gauge, 0.3125 inch pen needle|59647|
4741|31 gauge, 0.1875 inch pen needle|59648|
4742|Glucose Meter Test Strips|59679|
4743|Glucose Meter Test Strips|59680|
4745|Blister Aerosolizer/Inhalation Unit|59690|
4746|Blister Aerosolizer/Inhalation Unit|59691|
4747|Pen Injector|59707|
4748|Pen Injector|59708|
4749|Blood Pressure Monitor|59712|
4750|Pressure Cuff|59712|
4751|29 gauge, 0.5 inch needle|59713|
4752|Alcohol Pad or Swab|59713|
4753|Edex injection device|59713|
4756|Vaginal Applicator|59813|
4759|30 gauge, 0.5 inch needle|59840|
4760|30 gauge, 0.5 inch needle|59839|
4764|Glucose Meter|59884|
4765|Lancet|59884|
4766|Lancet Device|59884|
4767|Vaginal Applicator|59899|
4768|Syringe Plunger Rod|59256|
4769|Vial injector|59805|
4770|Vial injector|9604|
4772|Glucose Meter Test Strips|60029|
4773|Glucose Meter|60032|
4774|Lancet Device|60032|
4775|Lancet|60032|
4776|Glucose Meter Test Strips|60032|
4777|Glucose Meter Control Solution|60032|
4778|Protective Cap|60032|
4779|0.3ML 31 gauge, 0.2362 inch syringe with needle|60117|
4780|Diabetes Self-Management Software|60120|
4783|0.3ML 31 gauge, 0.2362 inch syringe with needle|60121|
4784|0.3ML 31 gauge, 0.2362 inch syringe with needle|60122|
4785|0.3ML 31 gauge, 0.2362 inch syringe with needle|60123|
4786|0.3ML 31 gauge, 0.2362 inch syringe with needle|60124|
4787|1ML 31 gauge, 0.2362 inch syringe with needle|60125|
4788|1ML 31 gauge, 0.2362 inch syringe with needle|60126|
4789|1ML 31 gauge, 0.2362 inch syringe with needle|60127|
4790|0.5ML 31 gauge, 0.2362 inch syringe with needle|60128|
4791|0.5ML 31 gauge, 0.2362 inch syringe with needle|60129|
4792|0.5ML 31 gauge, 0.2362 inch syringe with needle|60130|
4793|31 gauge, 0.1875 inch pen needle|60148|
4794|31 gauge, 0.25 inch pen needle|60149|
4795|31 gauge, 0.3125 inch pen needle|60150|
4796|29 gauge, 0.5 inch Pen Needle|60151|
4797|Lancet Device|60153|
4798|Lancet|60156|
4799|Lancet|60193|
4801|Lancet Device|60220|
4802|Glucose Meter Test Strips|60220|
4803|Lancet|60220|
4804|Glucose Meter with BP monitor|60220|
4805|Glucose Meter Test Strips|60221|
4806|Glucose Meter Control Solution|60222|
4807|Glucose Meter|60228|
4808|Lancet|60228|
4809|Glucose Meter Test Strips|60228|
4810|Lancet Device|60228|
4811|29 gauge, 0.5 inch needle|60229|
4812|Edex injection device|60229|
4813|Alcohol Pad or Swab|60229|
4814|Glucose Meter Control Solution|60228|
4815|Protective Cap|60228|
4816|Glucose Meter|60236|
4818|Lancet Device|60236|
4819|Lancet|60236|
4820|Glucose Meter Test Strips|60237|
4821|Glucose Meter Test Strips|60238|
4822|Glucose Meter Test Strips|60239|
4823|Glucose Meter Control Solution|60240|
4824|Glucose Meter Control Solution|60241|
4825|Glucose Meter Test Strips|60247|
4826|Glucose Meter Control Solution|60248|
4827|Topical Emollient Foam|60250|
4828|Skin Cleanser|60291|
4829|Topical Cream|60292|
4832|Glucose Meter|60377|
4833|Lancet|60377|
4834|Lancet Device|60377|
4835|Glucose Meter Test Strips|60378|
4836|32 gauge, 0.25 inch pen needle|60380|
4837|32 gauge, 0.1875 inch pen needle|60381|
4838|Sterile Water for Injection|60388|
4839|Needle-Less Transfer Device|60388|
4840|Cannula, attached injector|60414|
4841|Blood Pressure Monitor|60426|
4842|Pressure Cuff|60426|
4843|Blood Pressure Monitor|60427|
4844|Pressure Cuff|60427|
4845|Blood Pressure Monitor|60431|
4846|Pressure Cuff|60431|
4847|Blood Pressure Monitor|60433|
4848|Pressure Cuff|60433|
4849|Blood Pressure Monitor|60439|
4850|Pressure Cuff|60439|
4851|Glucose Meter Test Strips|60452|
4852|Glucose Meter Test Strips|60453|
4853|Glucose Meter|60457|
4854|Lancet Device|60457|
4855|Lancet|60457|
4856|Glucose Meter Test Strips|60458|
4857|Glucose Meter|60460|
4858|Lancet Device|60460|
4859|Lancet|60460|
4860|Glucose Meter Test Strips|60461|
4861|Glucose Meter Test Strips|60462|
4862|Glucose Meter Test Strips|60463|
4863|Glucose Meter|60464|
4864|Lancet Device|60464|
4865|Lancet|60464|
4866|Vial injector|60467|
4867|Lancet|59054|
4868|Pen Injector|60480|
4869|Pen Needle|60480|
4870|Glucose Meter|60491|
4871|Glucose Meter Test Strips|60493|
4872|Glucose Meter Control Solution, High|60494|
4873|Glucose Meter Control Solution, Low|60494|
4874|Lancet|60511|
4875|Lancet|60513|
4876|0.3ML 29 gauge, 0.5 inch syringe with needle|60516|
4877|0.5ML 29 gauge, 0.5 inch syringe with needle|60517|
4878|1ML 29 gauge, 0.5 inch syringe with needle|60518|
4879|1ML 30 gauge, 0.3125 inch syringe with needle |60519|
4880|0.3ML 30 gauge, 0.3125 inch syringe with needle |60520|
4881|0.5ML 30 gauge, 0.3125 inch syringe with needle|60521|
4882|0.5ML 31 gauge, 0.3125 inch syringe with needle|60522|
4883|1ML 31 gauge, 0.3125 inch syringe with needle|60523|
4884|0.3ML 31 gauge, 0.3125 inch syringe with needle|60524|
4885|31 gauge, 0.3125 inch pen needle|60525|
4886|31 gauge, 0.25 inch pen needle|60526|
4887|31 gauge, 0.25 inch pen needle|60527|
4888|31 gauge, 0.3125 inch pen needle|60528|
4889|1ML 28 gauge, 0.5 inch syringe with needle|60529|
4890|0.3ML 29 gauge, 0.5 inch syringe with needle|60530|
4891|0.5ML 28 gauge, 0.5 inch syringe with needle|60531|
4892|0.5ML 29 gauge, 0.5 inch syringe with needle|60532|
4893|0.3ML 29 gauge, 0.5 inch syringe with needle|60533|
