CompanyID|CompanyName|CompanyNameShort|LabelerCode|ParentCompanyID|MVX|
2487|Medicines Company|Medicines|00000|1666||
2488|The Kroger Co.|Kroger|41260|2357||
2491|Dakota Laboratories LLC|Dakota|54891|1666||
2505|Xoma US LLC|Xoma|76234|1666||
2506|Letco Medical|Letco|62991|1666||
2508|Octapharma USA Inc.|Octapharma|67467|1666||
2510|California Department of Public Health|California|00000|1666||
2520|Biocodex USA|Biocodex|04142|1666||
2527|Cardinal Health|Cardinal|55154|745||
2538|Discovery Laboratories, Inc|Discovery |68628|1666||
2543|Mikart Inc|Mikart|46672|1666||
2547|Vi-Jon Laboratories|Vi-Jon|00869|1666||
2561|PHYSICIAN RECOMMENDED NUTRICEUTICALS,LLC|PRN|98152|1666||
2563|Consolidated Midland|Consolidat|00000|1666||
2566|WellDoc Inc|WellDoc|89129|1666||
2572|CitiHealth, Inc|CitiHealth|89128|1666||
2577|Thrifty White Drug|Thrifty Wh|90840|1666||
2578|i-SENS, Inc.|i-SENS|00000|1666||
2582|McKesson Packaging|McKesson |63739|646||
2589|Novast Laboratories, Ltd|Novast|00000|1666||
2606|Clinigen Healthcare Ltd|Clinigen|76310|1666||
2607|Talon Therapeutics, Inc.|Talon|20536|1666||
2609|McKesson Corporation|McKesson|10939|646||
2640|Target|Target|16730|1844||
2641|Water-Jel Technologies|Water-Jel|43537|2301||
2182|HD Smith|HD Smith|00000|1666||
2062|Deston Therapeutics a Division of TRx Pharma, LLC|Deston |16881|1795||
1699|Deston Therapeutics a Division of TRx Pharma, LLC|Deston|16881|1795||
315|Humco Holding Group Inc|Humco|00395|1666||
1372|Innocutis Holdings LLC formerly JSJ Pharmaceuticals |Innocutis|68712|1666||
646|McKesson Drug Company|McKesson|49348|1666||
1726|Roche Diagnostics Corporation|Roche |50924|161||
2072|Roche Diagnostics Corporation|Roche DC|65702|161||
2391|Focus Laboratories Inc|Focus |15821|1666||
2642|GlaxoSmithKline Consumer Healthcare|GSK|00021|245||
2645|Colgate Oral Pharmaceuticals Inc|Colgate |38341|241||
2646|McKesson Corporation|McKesson |62011|646||
1763|Schnuck Markets, Inc|Schnuck's|41318|1666||
1893|Perrigo Pharmaceuticals Company|Perrigo|45802|1715||
2135|Nostrum Laboratories, Inc.|Nostrum|29033|1666||
2283|Nostrum Laboratories, Inc.|Nostrum |29033|2135||
2596|Eckson Labs, LLC|Eckson|44118|1666||
2648|Focus Health Group|FHG|24357|1666||
2650|Calmoseptine Inc. |Calmosepti|46876|1666||
2651|Calmoseptine Inc. |Calmosepti|00799|1666||
723|Taro Pharmaceuticals USA Inc|Taro|51672|1666||
1362|Precision Dose, Inc.|Precision |68094|1666||
1713|TaroPharma |Taro|51672|723||
2005|Publix Super Markets, Inc|Publix|56062|1666||
2128|International Labs, Inc. for Walmart|ILI|54458|2312||
1644|Aqua Pharmaceuticals|Aqua|16110|1666||
2311|International Labs, Inc for Kroger |ILI|54458|2312||
2312|International Labs, Inc|ILI|54458|1666||
2653|Abbott Diabetes Care, Inc|Abbott|99073|219||
907|Geri-Care Pharmaceuticals|Geri-Care|57896|1666||
1663|Banner Pharmacaps Inc|Banner |10888|1666||
1765|Owen Mumford Inc|Owen Mum|08470|1666||
1965|Akrimax Pharmaceuticals LLC|Akrimax |24090|1666||
2153|WG Critical Care, LLC|WG |44567|1666||
2423|PuraCap Pharmaceutical  LLC|PuraCap |51013|1666||
2453|Edgemont Pharmaceuticals, LLC.|Edgemont |49909|1666||
2576|WG Critical Care|WG Critica|44567|1666||
2655|OptimedRx, LLC.|OptimedRx|52218|1666||
2418|Eclat Pharmaceuticals  LLC|Eclat|76014|1666||
364|Paddock Laboratories Inc, a Perrigo Family|Paddock|00574|1715||
403|Pedinol Pharmacal Inc|Pedinol|00884|267||
1751|Heritage Pharmaceuticals Inc.|Heritage|23155|1666||
1796|Aton Pharma, Inc - a Division of Valeant Pharmaceuticals|Aton |25010|267||
2511|INSYS Therapeutics, Inc.|INSYS|20482|1666||
240|Pharmaceutical Associates Inc Div Beach Products|PAI|00121|343||
1080|Gilead Sciences Inc|Gilead|61958|1666||
2629|Blaine Laboratories, Inc. |Blaine|63347|1666||
1216|Takeda Pharmaceuticals North America Inc|TPNA|64764|1666||
2657|Blaine Laboratories, Inc. |Blaine Lab|16728|2629||
2658|KC Pharmaceuticals, Inc|KC|00000|1666||
347|Ferndale Laboratories Inc|Ferndale |00496|1666||
654|Medicine Shoppe|Medicine S|49614|745||
952|Purdue Pharma LP|Purdue|59011|189||
1152|Sunovion Pharmaceuticals Inc. formerly Sepracor Inc.|Sunovion|63402|2325||
1352|Purdue Pharmaceutical Products LP|Purdue|67781|189||
1821|Kinray|Kinray|00000|1666||
1822|Duane Reade|Duane Read|00000|883||
1844|Target Corporation|Target |00000|1666||
1928|The Great Atlantic & Pacific Tea Co; Inc, (A&P)|A&P|00000|1666||
2119|DiabeticSupplies.com, Inc.|DiabeticSu|00000|1666||
2124|Chain Drug Marketing Association|CDMA|35515|1666||
2328|Discount Drug Mart|DDM|93351|1666||
2659|Owen Mumford, Inc|OM|61059|1765||
2660|Medicine Shoppe International|Medicine S|91899|745||
1228|Rising Pharmaceuticals Inc|Rising|64980|1666||
1307|Vistapharm Inc|Vistapharm|66689|1666||
2483|Meijer Pharmacy|Meijer|13733|1666||
2552|Praelia Pharmaceuticals |Praelia |43288|1666||
2584|Topco Associates LLC|Topco|36800|1666||
2662|Perrigo Company|Perrigo Co|70030|1715||
2663|Rising Pharmaceuticals Inc|Rising|64980|1228||
1168|McKesson Packaging Inc|McKesson|63739|646||
2664|Novana Medical LLC|Novana|76077|1666||
2665|ARIAD Pharmaceuticals, Inc.|ARIAD|76189|1666||
9|Mentholatum Co., Inc.|Mentho|10742|1666||
421|Kendall Company|Kendall|08881|1780||
375|Medi Rx Pharmaceutical Inc|Medi RX|00645|1666||
2588|Perrigo Diabetes Care for Kroger|Perrigo|08396|1715||
318|Steris Laboratories Inc|Steris|00402|752||
359|HR Cenci Laboratories Inc|HR Cenci|00556|1666||
382|Sultan Chemists Inc|Sultan|00699|1666||
313|Gebauer Company|Gebauer |00386|1666||
299|Genetco Inc|Genetco|00302|1666||
333|Muro Pharmaceutical Inc|Muro |00451|1666||
316|Milex Products Inc|Milex|00396|1666||
433|Marlex Pharmaceuticals|Marlex|10135|1666||
396|Pharmics Inc|Pharmics|00813|1666||
19|Sunsource International, Inc|Sunsource|47046|1666||
420|Sherwood Medical Co|Sherwood|08880|421||
5|Freeda Vitamins, Inc.|Freeda |10432|1666||
348|North Safety Products|Nth Safety|00498|1666||
314|Mericon Industries Inc|Mericon|00394|1666||
128|Country Life|Country Li|15794|1666||
302|Hyrex Pharmaceuticals|Hyrex|00314|1666||
380|Marnel Pharmaceuticals Inc|Marnel|00682|1666||
389|Basic Vitamins|Basic Vit|00761|1666||
323|GE Healthcare formerly Amersham Health Inc|GE Health |00407|1666||
57|Rexall Group|Rexall|60814|1666||
2570|Bionime Corporation|Bionime|83489|1666||
1674|Zydus Pharmaceuticals (USA) Inc|Zydus |68382|1666||
1254|Prometheus Laboratories Inc|Prometheus|65483|1604||
1919|Mylan Specialty L.P.,  formerly Dey, L.P|Mylan|49502|312||
2259|Sircle Laboratories|Sircle|51021|1666||
2455|Chain Drug Consortium , LL |CDC|40986|1666||
2644|Philips Healthcare|Philips|08373|1666||
2661|Chain Drug Consortium|CDC|68016|1983||
2666|Sigma-Tau Pharmaceuticals, Inc.|Sigma-Tau|45749|1445||
2667|National Vitamin Company|NVC|79854|1666||
2668|BioComp Pharma|BioComp|44523|261||
1771|Owens & Minor|Own&Minor|08214|1666||
1853|Owen Mumford Inc|OM|08517|1765||
2203|Owen Mumford|Owen |08517|1765||
2234|ViiV Healthcare a GSK and Pfizer Company|ViiV |49702|43||
2482|Avion Pharmaceuticals  LLC|Avion|75854|2200||
2670|Cardinal Health|Cardinal|39131|745||
444|Hyland Dental Inc|Hyland |10390|1666||
447|Hillestad Pharmaceuticals Inc USA|Hillestad |10542|1666||
851|Dr. Reddy's Laboratories, Inc.|Dr.Reddy |55111|1666||
451|Manne Company|Manne|10706|1666||
1986|Omnis Health|Omnis |94030|1666||
446|Gordon Laboratories|Gordon|10481|1666||
1361|American Health Packaging|AHP|68084|1116||
2604|Amarin Pharma|Amarin|52937|1666||
296|Galderma Laboratories Inc|Galderma|00299|1604||
863|Numark Laboratories Inc|Numark |55499|1666||
2055|Nomax, Inc.|Nomax, Inc|51801|1666||
2475|Incyte Corporation|Incyte|50881|1666||
2671|Kent Precision Foods Group, Inc|Kent|72058|1666||
2672|Acura  Pharmaceuticals, Inc.|Acura |48964|1666||
2673|INO Therapeutics|INO|64693|1666||
2674|Freeda Vitamins, Inc.|Freeda |58487|1666||
2675|Banner Health|Banner|00000|1666||
2676|Founier Laboratories Ireland Ltd|Founier|00000|1666||
2677|Unichem Pharmaceuticals |Unichem|29300|1838||
2678|Numark Laboratories, Inc|Numark Lab|38485|863||
1167|Heritage Consumer Products|Heritage |63736|1666||
2339|ApoPharma USA Inc|ApoPharma|52609|1024||
2534|Austin Pharmaceuticals, LLC|Austin|42792|1666||
1717|Par Pharm |Par Pharm |49884|661||
1872|Amphastar Pharmaceuticals, inc|Amphastar |00548|1666||
2679|Panacea Biotec Ltd|Panacea|00000|1666||
284|Merz Pharmaceuticals LLC|Merz|00259|1666||
2680|Sanico N.V.|Sanico|00000|1666||
1253|Odyssey Pharmaceuticals Inc a Division of Teva USA|Odyssey|65473|669||
354|Rugby Laboratories a Division of The Harvard Drug Group, LLC |Rugby|00536|2433||
669|Pliva Inc a Division of Teva USA|Pliva|50111|358||
2059|Accord Healthcare, Inc.|Accord HC|16729|1876||
1987|Promius Pharma|Promius |67857|851||
2215|SigmaPharm Laboratories|SigmaPharm|42794|1666||
2615|American Screening Corporation|ASC|89137|762||
2681|AmerisourceBergen Corporation|ABC|46122|1697||
2682|AmerisourceBergen Corporation|ABC|24385|1697||
292|Savage Laboratories Inc Div Altana Inc|Savage|00281|1711||
452|Medical Products Laboratories Inc|Med Prod|10733|1666||
458|Pascal Co Inc|Pascal|10866|1666||
459|Lunsco Inc|Lunsco|10892|1666||
460|Plastodent Inc|Plastodent|10898|1666||
463|Recsei Laboratories Llc|Recsei|10952|1666||
482|Sheffield Laboratories Div Faria Limited Llc|Sheffield|11527|1666||
492|Ion Laboratories Inc|Ion Labs|11808|1666||
519|Mason Pharmaceuticals Inc|Mason |12758|1666||
523|Septodont Inc|Septodont|12862|1666||
551|Himmel Martin Inc|Himmel |17808|1666||
560|Mucos Emulsion GMBH|Mucos|22358|1666||
569|Altana Inc|Altana|25463|2687||
572|Hill Dermaceuticals Inc|Hill Derm|28105|1019||
585|Inverness Medical Innovations, Inc|Inverness|36652|1666||
586|Summa Rx Laboratories Inc|Summa Rx|36968|1666||
589|Emrex Economed Pharmaceuticals Inc|Emrex Econ|38130|1666||
602|Magno-Humphries Inc|Magno-Hmph|43292|1666||
609|Med Derm Pharmaceuticals Inc|Med Derm|45565|304||
615|Heumann Pharma GMBH|Heumann|46014|1666||
625|Seneca Pharmaceuticals Inc|Seneca|47028|1666||
628|Medique Products|Medique|47682|1666||
635|Omnii Oral Pharmaceuticals|Omnii Oral|48878|231||
638|McGuff Co Inc|McGuff|49072|1666||
662|Gyn Nutriment Pharmacology|Gyn Nutrim|49910|1666||
671|Tower Laboratories|Tower|50201|1666||
678|Heran Pharmaceutical Inc|Heran |50434|1666||
681|Smith and Nephew Inc Wound Management|Smith&Neph|50484|884||
684|Optimox Corporation|Optimox|50520|1666||
702|J. B. Williams Co., Inc|JB Willms|51111|1666||
713|Topiderm Inc|Topiderm|51326|1666||
731|Ocumed Inc|Ocumed|51944|1666||
736|Dayton Pharmaceuticals|Dayton |52041|1666||
739|Invamed Inc|Invamed|52189|1666||
745|Cardinal Health|Cardinal|52297|1666||
747|John O Butler Co|J Butler|52376|997||
751|Harmony Laboratories Inc|Harmony |52512|1666||
759|Family Pharmacy|Family Ph|52735|1697||
767|HJ Harkins Co Inc|HJ Harkins|52959|1666||
792|United Labs Inc|United Lab|53495|1666||
801|Sorter|Sorter|53879|1666||
810|Vitaline Corporation|Vitaline|54022|1666||
827|National Vitamin Company Inc|Ntl Vit Co|54629|1666||
831|Interferon Sciences Inc|Interferon|54746|1666||
837|Llorens Pharmaceutical Corp|Llorens |54859|1666||
839|Hurst Pharmaceutical|Hurst |54869|1666||
843|Pharmacists Choice|PharmChoic|54979|1666||
884|Smith and Nephew Inc Orthopedics|Smith&Neph|08363|1666||
888|Phoenix Pharmaceuticals Inc|Phoenix|57319|1666||
891|Nastech Pharmaceutical Co Inc|Nastech|57459|1666||
893|Medirex Inc|Medirex|57480|1666||
912|HEYL Chemisch-pharmazeutische Fabrik GmbH|HEYL|58060|1666||
939|Tandem Oral Care Inc|Tandem|58640|1666||
940|Mary Anne Oneill Inc|Mary Anne|58705|1666||
945|Dawn Pharmaceutical|Dawn |58865|1666||
955|Neogen Corp|Neogen|59051|1666||
974|Eye Supply USA Inc|Eye Supply|59414|1666||
986|Global Source Management|Global S|59618|1666||
992|Primapharm Inc|Primapharm|59690|1666||
1004|Prodentec Therapeutics Inc|Prodentec|59883|1666||
1015|Quality Care Pharmaceuticals Inc Dba Qcp Inc|QualtyCare|60346|1666||
1022|Pharmaceutical Utilization Management Program Va Inc|PUM|60491|1666||
1055|Sultan Dental Products Ltd|Sultan|61322|1666||
1064|Germiphene Corp|Germiphene|61508|1666||
1092|Prime Marketing|Prime Mktg|62107|1666||
1094|Signal Health Ltd|Signal|62125|1666||
1108|Pharma Medica|PharmaMedi|62441|1666||
1109|Rico Pharmacal|Rico|62453|1666||
1110|Konec Inc|Konec|62515|1666||
1118|Pharmabul Inc|Pharmabul|62645|1666||
1120|Iomed Inc|Iomed|62677|1666||
1189|Carles Inc|Carles|64216|1666||
1213|Integrity Pharmaceutical Corp|Integrity|64731|1292||
1246|Spectra Medical Devices Inc|Spectra|65282|1666||
1248|The Ritedose Corporation |TRC|65302|1666||
1258|Keraunos Srl|Keraunos|65569|1666||
1343|Pharm South Inc|PharmSouth|67537|1666||
1363|PCIC Co Ltd|PCIC|68095|1666||
1387|Hogil Pharmaceutical Corporation|Hogil|85814|1666||
1389|Scruggs Pharmacal Co Inc|Scruggs|00329|1666||
1392|Gilbert Laboratories|Gilbert|00535|334||
1394|Primedics Laboratories|Primedics|00684|1666||
1395|Emerson Laboratories|Emerson|00802|1666||
1411|Norega Laboratories Inc|Norega|51724|1666||
1413|Med Tek Pharmaceuticals Inc|Med Tek|52349|1666||
1416|Quality Research Pharmaceutical Inc|Qual Rsch|52765|1666||
1420|Gonberetica|Gonberetic|54522|1666||
1421|Econolab Inc|Econolab|55053|1666||
1424|Macnary Ltd|Macnary|55982|1666||
1426|Equipharm Inc|Equipharm|57779|1666||
1428|Teral Laboratories|Teral|51234|1666||
1430|Rid Inc|Rid|54807|1666||
1433|Humatech Corp|Humatech|59468|1666||
1440|LNK International Inc|LNK |50844|1666||
1444|Regional Service Center Inc|Reg Svc Ct|48433|1666||
1457|Pharmaceutics International Inc|Pharm Intl|61916|1666||
1472|Sunstar Pharmaceutical Inc|Sunstar|52921|1666||
1482|Marlop Pharmaceuticals Inc|Marlop|12939|1666||
1485|Iopharm Laboratories Inc|Iopharm|61646|1204||
1496|Cynergy Products Llc|Cynergy|64931|1666||
1505|Reese Pharmaceutical Company|Reese|10956|1666||
1511|Syosset Laboratories Company|Syosset|47854|1666||
1514|Generamed Inc|Generamed|52569|1666||
1517|PDK Labs Inc|PDK Labs|55966|1666||
1518|Glasgow Pharmaceutical Corporation|Glasgow|60809|1666||
1520|Hudson Corporation|Husdon|77273|1666||
1521|Misemer Pharmaceuticals Inc|Misemer|00276|1666||
1524|Personal Products|Personal|08137|1666||
1543|Veracity Pharmaceuticals|Veracity|67887|1199||
1553|FoodScience of Vermont|FoodScienc|26664|1666||
1555|Physiologics|Physiolgic|16963|1666||
1556|Vitaquest|Vitaquest|35046|1666||
1570|Zicam, LLC|Zicam|32216|1666||
1579|Atrium Biotechnologies|Atrium|36733|1666||
1580|Performance Lab|Performanc|80891|1666||
1596|Stellar Health Products|Stellar|51318|1666||
1597|Vaso-Active|Vaso-Activ|55223|1666||
1611|Flanders, Inc|Flanders|54323|1666||
1668|Genpharm L.P.|Genpharm|15330|312||
1688|Inpharma Inc|Inpharma|84898|1666||
1719|Chirhoclin Inc|Chirhoclin|67066|1666||
1732|Insmed Incorporated|Insmed |16249|1666||
1745|GenExel-Sein, Inc.|GenExel-Se|08536|1666||
1839|Nexgen Pharma|Nexgen |00722|1666||
1843|Nexus Pharmaceuticals Inc.|Nexus|14789|1666||
1877|ImaRx Therapeutics, Inc|ImaRx |24430|1666||
1908|Sharps Compliance Corporation|Sharps |08568|1666||
1932|Micromedics, Inc.|Micromedic|08564|1666||
1944|A. Aarons, A division of Nycomed US|A. Aarons |18754|1975||
1975|Bradley Pharmaceuticals division of Nycomed US Inc.|Bradley|00000|2687||
1994|Tec Laboratories, Inc.|Tec Lab|51879|1666||
2067|Hall Bioscience Corporation |Hall|44411|957||
2075|Terumo Medical Corp|Terumo|08970|1666||
2092|US Medical Instuments|US Medical|08595|1666||
2101|Lafayette Pharmaceuticals, Inc. a subsidiary of Covidien, Ltd.|Lafayette|59081|1780||
2112|Technological Investments LLC dba Medi-Fridge|Medi-Fridg|08605|1666||
2231|GC America, Inc.|GC America|08604|1666||
2253|HTL Strefa S.A.|HTL Strefa|08489|1666||
2273|Johnson & Johnson Healthcare Products Division of McNeil-PPC, Inc|J&J|62341|1680||
2274|Johnson & Johnson Healthcare Products Division of McNeil-PPC, Inc|J&J|30014|2273||
2278|Ferrer Therapeutics|Ferrer|08509|1666||
2303|Franklin Pharmaceutical LLC|Franklin|50532|1367||
2352|Heel USA, Inc|Heel|50114|1666||
2375|GinJen Distributers, in partnership with pH R and D, LLC|GinJen|50952|1666||
2397|Kaiser Foundation Hospitals,|Kaiser|00179|1666||
2685|VAYA Pharma Inc|VAYA |75959|1666||
2686|Exelixis, Inc.|Exelixis|42388|1666||
227|Merck Sharp & Dohme Corp., a Subsidiary of Merck & Co., Inc.|Merck S&D|00085|1301||
987|Biogen Idec Inc|Biogen|59627|1666||
266|AstraZeneca LP|AZN|00186|1666||
1155|Endo Pharmaceuticals Inc|Endo|63481|1666||
2122|Rouses Point Pharmaceuticals, LLC|Rouses PT|43478|1965||
156|Shionogi USA, Inc.|Shionogi|45809|1666||
254|Fougera Pharmaceuticals Inc., A Sandoz Company|Fougera|00168|1975||
265|Eon Labs Inc a Division of Sandoz|Eon |00815|392||
335|PharmaDerm a Division of Fougera Pharmaceuticals A Sandoz Company|Pharmaderm|00462|2687||
340|Kenwood Therapeutics A Division of Fougera Pharmaceuticals A Sandoz Company|Kenwood|00482|1975||
442|Doak Dermatologics A Division of Fougera Pharmaceuticals A Sandoz Company|Doak Derm|10337|1975||
828|SAB-Pharma -Sandoz Canada|SAB-Pharma|54643|1497||
1711|Fougera Consumer Products A Sandoz Company|Fougera |00168|2687||
1950|Kenwood Therapeutics A Division of Fougera Pharmaceuticals A Sandoz Company|Kenwood|00482|1975||
2117|Fougera Pharmaceuticals Inc., A Sandoz Company|Fougera|00168|2687||
2180|PharmaDerm a Division of Fougera Pharmaceuticals A Sandoz Company|PharmaDerm|10337|2687||
2136|CVS Pharmacy, Inc|CVS|50428|1666||
2688|C.P.M. ContractPharma|C.P.M. |00000|1666||
2077|IGI Laboratories, Inc|IGI Lab|52565|1666||
2526|Professional Compounding Centers of America|PCCA|51927|1666||
2690|Everidis Health Sciences|Everidis|02359|1666||
2691|Radiance LLC|Radiance |00000|1666||
495|Mason Vitamins|Mason |11845|1666||
1545|Depomed Inc|Depomed|13913|1666||
1548|Vistakon Pharmaceuticals|Vistakon|68669|1755||
2200|Acella Pharmaceuticals, LLC|Acella |42192|1666||
2595|Freedom Pharmaceuticals|Freedom|52372|1666||
2692|Gensco Laboratories, LLC|Gensco|35781|1666||
2693|Formulated Solutions, LLC|Formulated|00000|1666||
1338|SkinMedica Inc|SkinMedica|67402|1666||
2365|Womens Choice Pharmaceuticals|Womens|50967|1666||
2695|Colgate Oral Pharmaceuticals Inc|Colgate|00126|241||
279|Upsher-Smith Laboratories Inc|UPS|00245|1666||
256|Novo Nordisk Inc.|Novo Nordk|00169|1666||
1943|Doak Dermatologics|Doak|10337|1975||
2282|LEO Pharma, Inc|Leo |50222|1666||
2696|Bioventus, LLC|Bioventus|89130|1666||
2697|Seikagaku Corp|Seikagaku|00000|1666||
1993|PD-RX Pharmaceuticals|PD-RX|55289|1666||
2465|AuroMedics Pharma LLC|AuroMedics|55150|1536||
2698|Supernus Pharmaceuticals, Inc|Supernus |17772|1666||
2699|Aegerion Pharmaceuticals|Aegerion|76431|1666||
956|Novo Nordisk Inc.|Novo Nordk|59060|256||
1783|Nipro Diagnostics; formerly Home Diagnostics, Inc.|Nipro|56151|1666||
2287|Somaxon Pharmaceuticals, Inc|Somaxon|42847|1241||
2701|Alexza Pharmaceuticals|Alexza|51097|1666||
2702|Family Care Limited|Family Car|00000|1666||
1708|Jazz Pharmaceuticals Inc. |JPI|68727|1666||
1753|Jazz Pharmaceuticals, Inc. Formerly Azur Pharma|JPI|18860|1708||
1953|Jazz Pharmaceuticals Inc. |JPI|68727|1666||
2444|Seattle Genetics, Inc.|Seattle |51144|1666||
2479|Jazz Pharmaceuticals, Inc. Formerly EUSA Pharma|JPI|57902|2115||
301|AstraZeneca Pharmaceuticals LP|AZN|00310|266||
896|Noven Therapeutics, LLC formerly JDS Pharmaceuticals, LLC|Noven |68968|1666||
963|Otsuka America Pharmaceuticals Inc|Otsuka|59148|1666||
2079|AMAG Pharmaceuticals, Inc |AMAG|59338|1666||
2315|Noven Therapeutics, LLC |Noven |68968|896||
2343|AstraZeneca Pharmaceuticals LP|AZN|00310|266||
2451|Endo Pharmaceuticals Inc  |Endo |60951|1155||
2704|Kemwell Biopharma Pvt. Ltd.|Kemwell|00000|1666||
864|Amgen Inc|Amgen|55513|1666||
1337|Lundbeck Inc. (Formerly Ovation Pharmaceuticals, Inc)|Lundbeck |67386|2146||
180|Sanofi-Aventis US LLC|Sanofi-A|00024|1666||
184|GlaxoSmithKline Group of Companies|GSK|00029|43||
1917|Stiefel Laboratories, Inc a GSK Company|Stiefel|63032|877||
2074|Winthrop U.S., a business of Sanofi-Aventis|Winthrop|00955|180||
2654|ThromboGenics Inc.|ThromboGen|24856|1666||
2705|Clark Pharmaceuticals|Clark|00000|1666||
1909|Par Brand Pharmaceuticals|Par Brand |49884|661||
976|Ascent Pediatrics, Inc. a Subsidiary of Medicis Corporation|Ascent |59439|1386||
1127|Eisai Inc|Eisai|62856|1666||
1238|Wellspring Pharmaceutical Corp|Wellspring|65197|1666||
1367|Meda Pharmaceuticals formerly Alaven Pharmaceuticals LLC|Meda|68220|1931||
1931|Meda Pharmaceuticals, Inc.|Meda|00037|1666||
2068|Meda Pharmaceuticals|Meda |00037|1931||
653|Mylan Specialty L.P.,  formerly Dey, L.P|Mylan|49502|1919||
1376|Natures Bounty|Nature Bty|74312|1666||
1445|Sigma-Tau Pharmaceuticals Inc|Sigma Tau|54482|1666||
2184|Macoven Pharmaceuticals, LLC|Macoven|44183|1241||
1870|Bristol-Myers Squibb|BMS|66733|158||
2706|Afaxys, Inc. |Afaxys|50102|1666||
222|Sanofi-Aventis US LLC|Sanofi-A|00075|180||
230|Sanofi-Aventis US LLC|Sanofi-A|00088|180||
352|Lannett Co Inc|Lannett|00527|1666||
1220|Philips Oral Healthcare-LA, formerly Discus Dental Inc|Philips|64854|1666||
2054|Kowa Pharmaceuticals America (formerly Proethic Pharmaceuticals Inc)|Kowa|66869|1666||
565|AmerisourceBergen Corporation|ABC|24385|1697||
2225|Invado Pharmaceuticals|Invado|49939|1666||
399|Upsher-Smith Laboratories, Inc|UPS|00832|279||
1736|Sucampo Pharmaceuticals, Inc. |Sucampo|17350|1666||
2115|Jazz Pharmaceuticals, Inc. Formerly EUSA Pharma - USA|JPI|08489|1708||
2162|Piramal Enterprises Limited|Piramal|00000|1666||
2346|CNS Therapeutics Inc|CNS|45945|1666||
2430|Theralogix, LLC|Theralogix|13349|1666||
2431|Reckitt Benckiser Inc USA|RBI|39977|509||
2556|International Medication Systems, Ltd a Division Amphastar Pharmaceuticals Inc|IMS|76329|1872||
2583|Oak Pharmaceuticals wholly-owned subsidiary Akorn Inc.|Oak|76478|550||
2669|Avion Pharmaceuticals  LLC|Avion|75854|2200||
2711|Cosmo S.p.A|Cosmo|00000|1666||
2712|GenBioPro, Inc. |GenBioPro|43393|1666||
2714|Konsyl Pharmaceuticals Inc.|Konsyl|00224|1666||
2715|Costco Wholesale Corporation|Costco |63981|1666||
2716|Microlife USA, Inc|Microlife|42632|2298||
2717|Duchesnay USA, Inc|Duchesnay|55494|1666||
2437|TAGI Pharma, Inc.|TAGI|51224|2438||
2559|IMPAX Pharmaceuticals|IMPAX|64896|1805||
2560|Epic Pharma LLC|Epic|42806|2140||
2708|La Roche -  Posay, LLC|La Roche|83140|1666||
2718|Oakwood Laboratories, L.L.C.|Oakwood|00000|1666||
1878|JayMac Pharmaceuticals, LLC|JayMac|64661|1666||
1694|Bayer HealthCare Pharmaceuticals formerly Intendis, Inc|Intendis|10922|677||
2720|Fora Care Inc.|Fora Care |16042|2138||
1360|Primus Pharmaceuticals, Inc.|Primus|68040|1666||
1634|Gentex Pharma LLC|Gentex|15014|1666||
1918|KVK-Tech, Inc.|KVK-Tech|10702|1666||
2096|Pronova Corporation|Pronova |67555|1666||
2575|West-Ward Pharmaceutical Corp|West-Ward|00143|248||
944|GM Pharmaceuticals Inc|GM |58809|1666||
2585|Medline Industries, Inc.|Medline|84389|1666||
2723|Medline Industries, Inc.|Medline|80196|2585||
1897|Aurora Pharmacy, Inc.|Aurora|00000|1666||
2076|Seton Pharmaceuticals, LLC|Seton |13925|1666||
1027|Health Care Products|HCP|60569|1666||
1075|Health Care Products Div|HCP|61787|1027||
2502|Ritedose Pharmaceuticals, LLC|Ritedose|76204|1666||
2725|Thymorgan Pharmazie|Thymorgan|00000|1666||
2726|Wegmans Food Markets|Wegmans|00000|1666||
1198|Baxter Healthcare Corporation Clintec Nutrition Division|Baxter |00338|306||
2326|BioComp Pharma, Inc|BioComp|44523|261||
158|Bristol Myers Squibb Co|BMS|00003|1666||
218|Bristol Myers Squibb Co|BMS|00072|158||
593|Medisca Inc|Medisca|38779|1666||
2727|West-Ward Injectables|WWI|00641|248||
1997|PD-RX|PD-RX|58864|1993||
1539|Astellas Pharma US, Inc.|Astellas|00469|1666||
2033|Astellas Pharma US|Astellas|51248|43||
2187|Merck Sharp & Dohme Corp., a Subsidiary of Merck & Co., Inc.|Merck S&D|00052|1301|otc|
2728|Biokomes SRL|Biokomes|00000|1666||
2729|Medline Industries, Inc|Medline|53329|2585||
1354|QOL Medical LLC|QOL Med|67871|1666||
997|Jubilant Cadista Pharmaceuticals Inc.|Jubilant|59746|1666||
114|BioMarin Pharmacetuical Inc|BioMarin|68135|1666||
2199|Prodigy Diabetes Care LLC|Prodigy |08484|1666||
1532|Larken Laboratories|Larken|68047|1666||
2000|Patrin Pharma Inc|Patrin|39328|1666||
2525|Corcept Therapeutics Incorporated |Corcept |76346|1666||
2732|PharmaSmart International|PharmaSmar|51292|1666||
1990|Ascend Laboratories, LLC a Subsidiary of Alkem Laboratories Ltd|Ascend Lab|67877|1666||
2341|NerPharMa sRL|NerPharMa|00000|1604||
2733|Nestlé Health Science, a wholly-owned subsidiary of Nestlé|Nestlé|00000|1604||
351|PamLab, a Division of Nestle Health Science|PamLab|00525|2733||
